Test,ID,GeneMasterName,Variant,Gender,DiseaseName,PredominantCancerSubtype,SyndromeMasterName,DiseaseType,Organ,FinalVerdict,NotesReAssn,EvidenceofAssociation,PredominantCancerSubtypeSource,ClinGenValidility,ClinGen Numeric,NCCN combined,NCCNRecommend,NCCNidentifier,GeneticHomeReference,OMIM,GeneCard,GeneReview,Completed,GraphInAsk2Me,HomuncCaNeo,HomuncBenign,ASk2me Asssociation,NEJM MHL and DICER1 paper,MedNeon_Extended,Akras_paper,Akras_paper_penetrance,Yadav_paper,AmbryGenetics,SPANISH_DiseaseName,CHINESE_DiseaseName,SPANISH_Gender,CHINESE_Gender,IfMetaanalysisInMasterTable,IfASK2MEBasedOnMetaanalysis,SourceRisk,Order,Concatenated,OldDiseaseName,OldPredominantCancerSubtype,OldDiseaseType,BreastGene,ColonGene,Z_Old_DiseaseName,Z_Inheritance,Z_AllellicInheritance
At least 1 finalverdict,420,CDH1,,Either,Eye (Benign),"Hypertelorism 
- Ectropion of lower eyelids
- Lagophthalmia
- Megaloblepharon
- Distichiasis",BLEPHAROCHEILODONTIC SYNDROME 1,Benign,Eye,1,"PMID-28301459,24719364",,,,,,,,1,1,,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Eye deformity,,Mono
At least 1 finalverdict,383,RET,,Either,Parathyroid (Benign),Primary Hyperparathyroidism,MEN2A,Benign,Parathyroid,1,Clingen:Penetrance dependent on variant.Highest penetrance genotype for PHPT is up to 30%.Penetrance in patients with moderate risk variants may be as low as 2% .,,,Mentioned,1,1,1,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,,Parathyroid,,Mono
At least 1 finalverdict,383,RET,,Either,Kidney (Benign),Renal malformations (Renal Agenesis),,Benign,Kidney,1,Clingen:renal malformations have also been reported,,,Mentioned,1/9,,,,,1,1,1,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,,Renal malformations,,Mono
At least 1 finalverdict,383,RET,,Either,Skin (Benign),Cutaneous Lichen Amyloidosis,,Benign,Skin,1,,,,Mentioned,1,1,,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,,Cutaneous Lichen Amyloidosis,,Mono
At least 1 finalverdict,846,MEN1,,Either,Neuroendocrine,Gastrinoma,,Neoplasm,Pancreas,1,Clingen: penetrance gastric NET (10%),,,Mentioned,1,1,1,1,2,1,,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,439,,Lung Cancer,lung carcinoid tumor,Cancer,,,Neuroendocrine,,Mono
At least 1 finalverdict,1189,MEN1,,Either,Pheochromocytoma/Paraganglioma,Pheochromocytoma,,Neoplasm,Adrenal,1,,,,Moderate,1,,,,,,,1,1,,,,,,,1,Low,,,,,Masculino,男性,0,0,,,,Paraganglioma,,Neoplasm,,,Neuroendocrine,,Mono
At least 1 finalverdict,1175,MEN1,,Either,Adrenal Cortical Carcinoma,,,Cancer,Adrenal,1,Clingen: penetrance adrenocortical tumor (40%),,,Mentioned,1,1,,1,,1,,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Adrenocortical carcinoma,,Cancer,,,Adrenal Cortical Carcinoma,,Mono
At least 1 finalverdict,1521,MEN1,,Either,Adrenal Neoplasm,Adrenal Adenoma,,Neoplasm,Adrenal,1,,,,Mentioned,1,,1,,,1,1,1,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Adrenal Hyperplasia,,Cancer,,,Adrenal Adenoma,,Mono
At least 1 finalverdict,1176,MEN1,,Either,Nasopharyngeal Neoplasm,Angiofibroma,,Neoplasm,Head and neck,1,,,,Mentioned,1,1,,1,,1,,1,1,,,,,,,,,,2,,,Masculino,男性,0,0,,,,Angiofibroma,,Benign Disease,,,Angiofibroma,,Mono
At least 1 finalverdict,1178,MEN1,,Either,Brain Tumor,Ependymoma,,Cancer,Brain,1,,,,Mentioned,1,,,,,,1,1,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Ependymoma,,Cancer,,,Brain Tumor,,Mono
At least 1 finalverdict,1184,MEN1,,Either,Lipoma,,,Benign,Lipid,1,,,,Mentioned,1,1,,1,,1,,1,1,,,,,,,,,,2,,,Masculino,男性,0,0,,,,Lipoma,,Neoplasm,,,Lipoma,,Mono
At least 1 finalverdict,846,MEN1,,Either,Neuroendocrine,Lung Carcinoid,,Neoplasm,Lung,1,Clingen: penetrance bronchopulmonary NET (2%)   1:4 male:female ratio for bronchial carcinoids.,,,Mentioned,1,1,1,1,2,1,,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,439,,Lung Cancer,lung carcinoid tumor,Cancer,,,Neuroendocrine,,Mono
At least 1 finalverdict,1189,MEN1,,Either,Pheochromocytoma/Paraganglioma,Paraganglioma,,Neoplasm,Nerve,1,,,,Moderate,1,,,,,,,,1,,,,,,,1,Low,,,,,Masculino,男性,0,0,,,,Paraganglioma,,Neoplasm,,,Neuroendocrine,,Mono
At least 1 finalverdict,850,MEN1,,Either,Neuroendocrine,Pancreatic Neuroendocrine Tumor,,Neoplasm,Pancreas,1,Clingen: penetrance enteropancreatic tumor (30–75%),,,Mentioned,1,1,1,1,2,1,1,1,1,,,,,,,1,Low,,1,,,Masculino,男性,0,0,,441,,Pancreatic neuroendocrine tumor,,Neoplasm,,,Neuroendocrine,,Mono
At least 1 finalverdict,855,MEN1,,Either,Parathyroid (Benign),Primary Hyperparathyroidism,,Benign,Parathyroid,1,Clingen: penetrance parathyroid adenoma or PHPT (90-98%),,,Mentioned,1,1,1,1,1,1,1,1,1,,,,,,1,,,,2,,,Masculino,男性,0,0,,443,,Parathyroid tumor,,Neoplasm,,,Parathyroid Neoplasm,,Mono
At least 1 finalverdict,424,MEN1,,Either,Neuroendocrine,Anterior Pituitary Neuroendocrine Tumors,,Neoplasm,Pituitary,1,Clingen: penetrance pituitary adenoma (30–55%),,,Mentioned,1,1,1,1,1,1,,1,1,,,,,,,,,,1,adenoma sebáceo,皮脂腺腺瘤,Masculino,男性,0,0,,222,,Anterior pituitary tumor,,Cancer,,,Pituitary Neoplasm,,Mono
At least 1 finalverdict,1193,MEN1,,Either,Thyroid Cancer,,,Cancer,Thyroid,0,,,,,,,,,,1,,1,1,,,,,,,,,,1,tiroides,甲状腺,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,,Thyroid Cancer,,Mono
At least 1 finalverdict,4,BAP1,,Either,Breast Cancer,,,Cancer,Breast,0,"inconsistent, evidence for their inclusion in the spectrum of BAP1-TPDS malignancies Breast cancer: 9/95 (9.5%)",,,Mentioned,9,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Breast Cancer,,,,,Breast Cancer,,Mono
At least 1 finalverdict,420,CDH1,,Either,Nose (Benign),Choanal atresia,BLEPHAROCHEILODONTIC SYNDROME 1,Benign,Head and neck,1,"OMIM only PMID-28301459,24719364",,,,,,,,,1,,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Nose (Benign),,Mono
At least 1 finalverdict,420,CDH1,,Either,Teeth (Benign),"Conical teeth
- Hypodontia
- Delayed dentition",BLEPHAROCHEILODONTIC SYNDROME 1,Benign,Head and neck,1,"OMIM only PMID-28301459,24719364",,,,,,,,,1,,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Teeth (Benign),,Mono
At least 1 finalverdict,420,CDH1,,Either,Bone (Benign),"Clinodactyly 
- Syndactyly",BLEPHAROCHEILODONTIC SYNDROME 1,Benign,Hand,1,"OMIM only PMID-28301459,24719364",,,,,,,,,1,,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Hand (Benign),,Mono
At least 1 finalverdict,420,CDH1,,Either,Gastrointestinal (Benign),Imperforate anus,BLEPHAROCHEILODONTIC SYNDROME 1,Benign,Colorectal,1,"OMIM only PMID-28301459,24719364",,,,,,,,,1,,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Imperforate anus,,Mono
At least 1 finalverdict,420,CDH1,,Either,Nails (Benign),Hypoplastic nails,BLEPHAROCHEILODONTIC SYNDROME 1,Benign,Nails,1,"OMIM only PMID-28301459,24719364",,,,,,,,,1,,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Nails (Benign),,Mono
At least 1 finalverdict,420,CDH1,,Either,Hair (Benign),"Distichiasis
- Sparse hair",BLEPHAROCHEILODONTIC SYNDROME 1,Benign,Hair,1,"OMIM only PMID-28301459,24719364",,,,,,,,,1,,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Hair (Benign),,Mono
At least 1 finalverdict,420,CDH1,,Either,CNS (Benign),Neural tube defect,,Benign,CNS,9,"OMIM only PMID-28301459,24719364",,,,,,,,,1,,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Neural tube defect,,Mono
At least 1 finalverdict,420,CDH1,,Either,Thyroid (Benign),Thyroid hypoplasia,,Benign,Thyroid,9,"OMIM only PMID-28301459,24719364",,,,,,,,,,1,,1,,,,,,,,,,,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Thyroid hypoplasia,,Mono
At least 1 finalverdict,436,NF1,,Either,Leukemia,Juvenile myelomonocytic leukemia,,Cancer,Blood,1,"PMID: 30670449, 27322988 ,25564399, 23832011, 9713168",,,,,,,,1,1,1,1,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,228,,Leukemia,AML,Cancer,1,,Leukemia,,Mono
At least 1 finalverdict,436,NF1,,Either,Eye (Benign),"Glaucoma
- Hypertelorism 
- Hyperreflective choroidal spots",,Benign,Eye,9,,,,,,,,,,1,,,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,228,,Leukemia,AML,Cancer,1,,Glaucoma,,Mono
At least 1 finalverdict,436,NF1,,Either,Blood Vessel (Benign),"Renal artery stenosis
- Hypertension",,Benign,Blood Vessel,9,,,,,,,,,,1,,,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,228,,Leukemia,AML,Cancer,1,,Renal artery stenosis,,Mono
At least 1 finalverdict,436,NF1,,Either,Bone (Benign),"Scoliosis and Bone Dysplasia
- Spina bifida",,Benign,Bone,1,Clingen: Bony dysplasia of the long bones and sphenoid wing and Scoliosis,,,Mentioned,1,,,,,1,,,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,228,,Leukemia,AML,Cancer,1,,Spine Deformity,,Mono
At least 1 finalverdict,436,NF1,,Either,Brain Tumor,Meningioma,,Neoplasm,Brain,9,,,,,,,,,,1,,,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,228,,Leukemia,AML,Cancer,1,,Brain Tumor,,Mono
At least 1 finalverdict,436,NF1,,Either,Brain Tumor,Hypothalamic tumor,,Benign,Brain,9,,,,,,,,,,1,,,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,228,,Leukemia,AML,Cancer,1,,Brain Tumor,,Mono
At least 1 finalverdict,436,NF1,,Either,Neuroendocrine,Duodenal Carcinoid,,Neoplasm,Duodenum,9,,,,,,,,,,1,,,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,228,,Leukemia,AML,Cancer,1,,Neuroendocrine,,Mono
At least 1 finalverdict,436,NF1,,Either,Parathyroid Neoplasm,Parathyroid Adenoma,,Neoplasm,Parathyroid,9,,,,,,,,,,1,,,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,228,,Leukemia,AML,Cancer,1,,Parathyroid adenoma,,Mono
At least 1 finalverdict,350,BAP1,,Either,Lung Cancer,Non-Small Cell Lung Adenocarcinoma,,Cancer,Lung,9,"Clingen: inconsistent, evidence for their inclusion in the spectrum of BAP1-TPDS malignancies",,,Mentioned,9,,,,,,1,,1,,,,,,,,,,,gástrico,胃,Masculino,男性,0,0,,179,,Mesothelioma,,Cancer,,,Mesothelioma,,Mono
At least 1 finalverdict,1036,BAP1,,Either,Neuroendocrine,,,Neoplasm,Neuroendocrine,9,"inconsistent, evidence for their inclusion in the spectrum of BAP1-TPDS malignancies",,,Mentioned,9,,,,,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,,Neuroendocrine,,Mono
At least 1 finalverdict,695,RET,,Either,Gastrointestinal (Benign),Megacolon,,Benign,Colorectal,1,NCCN:2-5% in MEN2A,,,,,1,,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Hirschsprung disease,,Benign Disease,,,megacolon,,Mono
At least 1 finalverdict,695,RET,,Either,Peripheral Nervous System Neoplasm,Mucosal Neuromas,,Neoplasm,PNS,1,often located on the lips and tongue,,,,,1,,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Hirschsprung disease,,Benign Disease,,,mucosal neuromas,,Mono
At least 1 finalverdict,695,RET,,Either,Dysmorphic Feature,Marfanoid Body Habitus,,Benign,Connective tissue,1,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Hirschsprung disease,,Benign Disease,,,Marfanoid body habitus,,Mono
At least 1 finalverdict,695,RET,,Either,GI Neoplasm,Intestinal Ganglioneuroma,,Neoplasm,GI,1,NCCN:95% in MEN2B,,,,,1,,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Hirschsprung disease,,Benign Disease,,,Intestinal Ganglioneuroma,,Mono
At least 1 finalverdict,695,RET,,Either,Eye (Benign),Medullated corneal nerve fibers,,Benign,Eye,1,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Hirschsprung disease,,Benign Disease,,,Medullated corneal nerve fibers,,Mono
At least 1 finalverdict,695,RET,,Either,Eye (Benign),Ectopic Lenses,,Benign,Eye,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Hirschsprung disease,,Benign Disease,,,Ectopic Lenses,,Mono
At least 1 finalverdict,383,RET,,Either,Parathyroid Neoplasm,Parathyroid Adenoma,MEN2A,Neoplasm,Parathyroid,1,,,,,,1,1,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,,Parathyroid,,Mono
At least 1 finalverdict,846,MEN1,,Either,Neuroendocrine,Thymus Carcinoid,,Neoplasm,Thymus,1,Clingen; Riak different for male and female  20:1 male:female ratio for thymic carcinoids and a 1:4 male:female ratio for bronchial carcinoids.,,,Mentioned,1,1,1,1,2,1,,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,439,,Lung Cancer,lung carcinoid tumor,Cancer,,,Neuroendocrine,,Mono
At least 1 finalverdict,1521,MEN1,,Either,Adrenal Cortical (Benign),Adrenal Hyperplasia,,Neoplasm,Adrenal,1,"Clingen:Concurrent annual imaging surveillance via abdominal CT or MRI for adrenal adenoma is recommended, also starting by age 10",,,,,,,,1,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Adrenal Hyperplasia,,Cancer,,,Adrenal Hyperplasia,,Mono
At least 1 finalverdict,1178,MEN1,,Either,Brain Tumor,Meningioma,,Neoplasm,Brain,1,,,,Mentioned,1,,,,,,1,1,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Ependymoma,,Cancer,,,Brain Tumor,,Mono
At least 1 finalverdict,1130,CDKN2A,,Either,Melanoma,,,Cancer,Skin,1,,,,,,1,,1,,1,,,1,,,,,,,1,Low,,1,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,,Squamous cell carcinoma,,Cancer,,,Melanoma,,Mono
At least 1 finalverdict,1130,CDKN2A,,Either,Pancreatic Cancer,Pancreatic Adenocarcinoma,,Cancer,Pancreas,1,,,,,,1,1,1,,1,,,1,,,,,,,1,Low,,,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,,Squamous cell carcinoma,,Cancer,,,Pancreatic adenocarcinoma,,Mono
0,523,ACD,,Either,Skin (Benign),Dyskeratosis Congenita,,Benign,Skin,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Dyskeratosis congenitama,,Cancer,,,Dyskeratosis Congenita,,Mono
0,26,ACD,,Either,Leukemia,AML,,Cancer,Blood,,,,,,,,,,,,,,,,,,,,,1,Low,,,leucemia,白血病,Masculino,男性,0,0,,,,Leukemia,AML,Cancer,,,Leukemia,,Mono
0,32,ACD,,Either,Melanoma,,,Cancer,Skin,,,,,,,,,,,,,,,,,,,,,1,Low,,1,melanoma,黑色素瘤,Masculino,男性,0,0,,,,Melanoma,,Cancer,,,Melanoma,,Mono
0,34,ACD,,Either,Skin Cancer (Non-Melanoma),Squamous Cell Carcinoma,,Cancer,Skin,,,,,,,,,,,,,,,,,,,,,1,Low,,,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,,Squamous cell carcinoma,,Cancer,,,Squamous Cell Carcinoma,,Mono
At least 1 finalverdict,2,ALK,,Either,Inflammatory Myofibroblastic Tumor,,,Benign,Wound healing,0,somatic,,,,,,,,2,,1,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Inflammatory myofibroblastic tumor,,Cancer,,,Inflammatory Myofibroblastic Tumor,,Mono
At least 1 finalverdict,527,ALK,,Either,Lung Cancer,,,Cancer,Lung,0,somatic,,,,,,,,2,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Lung cancer,,Cancer,,,Lung Cancer,,Mono
At least 1 finalverdict,531,ALK,,Either,Lymphoma,Anaplastic Large Cell Lymphoma,,Cancer,Nodes,0,somatic,,,,,,,,2,,1,,1,,,,,,,,,,,linfoma,淋巴瘤,Masculino,男性,0,0,,,,Anaplastic large cell lymphoma,,Cancer,,,Lymphoma,,Mono
At least 1 finalverdict,38,ALK,,Either,Peripheral Nervous System Cancer,Neuroblastoma,,Cancer,PNS,1,MedNeon(Kelly),,,Definitive,1,,,,1,1,1,1,1,,,,,,1,1,Mod,,1,neuroblastoma,成神经细胞瘤,Masculino,男性,0,0,,,,Neuroblastoma,,Cancer,,,Neuroblastoma,,Mono
At least 1 finalverdict,6,ALK,,Either,Sarcoma,Rhabdomyosarcoma,,Cancer,Soft Tissue,0,based on the Refrences somatic,,,,,,,,,,2,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Rhabdomyosarcoma,,Cancer,,,Sarcoma,,Mono
At least 1 finalverdict,1552,APC,,Either,Adrenal Cortical Carcinoma,,,Cancer,Adrenal,9,PMID: 9293929 PMID: 29377868,,,,,,,,,1,,,1,,,,,,,,,,,masa suprarrenal,肾上腺肿块,Masculino,男性,0,0,,90,,Adrenal mass,,Benign Disease,,1,Adrenal Cortical Carcinoma,,Mono
At least 1 finalverdict,177,APC,,Either,Adrenal Cortical (Benign),Primary Macronodular Adrenal Hyperplasia,,Neoplasm,Adrenal,1,NLP-GHR only PMID: 9293929 PMID: 29377868,,,Mentioned,1,,,,1,,,,1,,,,,,,,,,,masa suprarrenal,肾上腺肿块,Masculino,男性,0,0,,90,,Adrenal mass,,Benign Disease,,1,Adrenal Hyperplasia,,Mono
At least 1 finalverdict,1005,APC,,Either,Cardiovascular (Benign),Bicuspid Aortic Valve,,Benign,Heart,0,Ambry Only-Not in paper,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Bicuspid Aortic Valve,,Benign Disease,,1,Bicuspid Aortic Valve,,Mono
At least 1 finalverdict,161,APC,,Either,Bone Neoplasm,Osteoma,,Neoplasm,Bone,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,,1,,1,1,,1,,,,,,,,,,,osteoma,骨瘤,Masculino,男性,0,0,,82,,Osteoma,,Neoplasm,,1,Bone Neoplasm,,Mono
At least 1 finalverdict,834,APC,,Either,Brain Tumor,Medulloblastoma,,Cancer,Brain,1,Clingen: absolute risk for CNS tumors is 1-2%,,,Mentioned,1,1,1,1,1,1,1,,1,,,,,,,1,Low,,1,cerebro,脑,Masculino,男性,0,0,,433,,Medulloblastoma,medulloblastoma,Cancer,,1,Brain Tumor,,Mono
At least 1 finalverdict,169,APC,,Either,CHRPE,Congenital retinal pigment epithelial hypertrophy,,Benign,Eye,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,,1,,1,,,1,,,,,,,,,,,hipertrofia congénita del epitelio pigmentario de la retina,先天性视网膜色素上皮肥大,Masculino,男性,0,0,,86,,Congenital hypertrophy of the retinal pigment epithelium (CHRPE),,Benign Disease,,1,CHRPE,,Mono
At least 1 finalverdict,826,APC,,Either,Colorectal Cancer,,,Cancer,Colorectal,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,1,1,1,1,,,,,,,1,High,,1,colorrectal,结直肠,Masculino,男性,0,0,,427,,Colorectal cancer,,Cancer,,1,Colorectal Cancer,,Mono
At least 1 finalverdict,1457,APC,,Either,Colorectal Neoplasia,Colorectal Polyps,,Neoplasm,Colorectal,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,Colorectal Polyps,,Neoplasm,,1,Colorectal Polyp,,
At least 1 finalverdict,165,APC,,Either,Teeth (Benign),Supranummary teeth (Odontoma),,Benign,Head and neck,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,,1,,1,,,1,,,,,,,,,,,anomalía dental,牙齿异常,Masculino,男性,0,0,,84,,Dental abnormality,,Benign Disease,,1,Dental Abnormality,,Mono
At least 1 finalverdict,412,APC,,Either,Soft Tissue Neoplasm,Desmoid,,Neoplasm,Soft tissue,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,,1,1,1,1,1,1,,,,,,,,,,1,tumor desmoide,硬纤维瘤,Masculino,男性,0,0,,215,,Desmoid tumor,,Neoplasm,,1,Desmoid,,Mono
At least 1 finalverdict,1585,APC,,Either,Duodenum Neoplasm,Duodenal Polyps,,Neoplasm,Duodenum,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Mentioned,1,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,Colorectal Polyps,,Neoplasm,,1,Duodenal Polyp,,
At least 1 finalverdict,193,APC,,Either,Duodenum Cancer,,,Cancer,Duodenum,1,Clingen: lifetime risk of duodenal cancers has been estimated at 3-12%,,,Mentioned,1,1,1,1,,,,,1,,,,,,,,,,,duodenal,十二指肠,Masculino,男性,0,0,,98,,Duodenal cancer,,Cancer,,1,Duodenum Cancer,,Mono
At least 1 finalverdict,1586,APC,,Either,Skin (Benign),Epidermoid Cysts,,Benign,Skin,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,,1,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,82,,Osteoma,,Neoplasm,,1,Epidermoid Cysts,,Mono
At least 1 finalverdict,1007,APC,,Either,Facial Palsy,,,Benign,Nerve,0,Ambry Only-Not in paper,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Facial Palsy,,Benign Disease,,1,Facial Palsy,,Mono
At least 1 finalverdict,830,APC,,Either,Gastric Cancer,,,Cancer,Gastric,1,Clingen:The lifetime risk for gastric cancer in FAP in Western countries is estimated between 0.5 and 1%. Malignant progression of fundic gland polyps of the stomach is uncommon and surveillance is considered adequate for monitoring for gastric cancers.,,,Mentioned,1,1,1,1,2,1,1,1,1,,,,,,,1,Low,,1,gástrico,胃,Masculino,男性,0,0,,429,,Gastric cancer,,Cancer,,1,Gastric Cancer,,Mono
At least 1 finalverdict,1584,APC,,Either,Gastric Neoplasm,Gastric Polyps,,Neoplasm,Gastric,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Mentioned,1,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,Colorectal Polyps,,Neoplasm,,1,Gastric Polyp,,
At least 1 finalverdict,181,APC,,Either,Hepatobiliary Cancer,Hepatoblastoma,,Cancer,Liver,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,1,1,,1,,1,1,,,,,,,1,Low,,1,hepatoblastoma,肝母细胞瘤,Masculino,男性,0,0,,92,,Hepatoblastoma,,Cancer,,1,Liver Cancer,,Mono
At least 1 finalverdict,332,APC,,Either,Pancreatic Cancer,,,Cancer,Pancreas,1,Clingen: Lifetime pancreatic cancer risk to age 80 in individuals with FAP was estimated at 1-2%,,,Mentioned,1,1,,1,,1,,,1,,,,,,,1,Low,,,páncreas,胰腺,Masculino,男性,0,0,,170,,Pancreatic cancer,,Cancer,,1,Pancreatic Cancer,,Mono
At least 1 finalverdict,1010,APC,,Either,Skin (Benign),Pilomatrixoma,,Benign,Skin,9,NLP-OMIM only,,,,,,,,,1,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Pilomatrixoma,,Neoplasm,,1,Skin (Benign),,Mono
At least 1 finalverdict,342,APC,,Either,Small Intestine Cancer,,,Cancer,Small Bowel,1,Clingen: Surveillance for gastric and proximal small bowel tumors with esophagogastroduodenoscopy using forward and side-viewing endoscopes should begin at age 20 to 30.,,,Mentioned,1,1,1,1,,1,,,1,,,,,,,1,Mod,,,intestino delgado,小肠,Masculino,男性,0,0,,175,,Small Instestine,,Cancer,,1,Small Intestine Cancer,,Mono
At least 1 finalverdict,338,PTCH1,,Either,Thyroid Cancer,Papillary Thyroid Cancer,,Cancer,Thyroid,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,1,1,,1,,,1,,,,,,,1,Low,,1,tiroides,甲状腺,Masculino,男性,0,0,,173,,Thyroid cancer,,Cancer,,,Thyroid Cancer,,Mono
